hs_contact_id,email,company_name,lead_source,mql_date,lifecycle_stage,sf_opportunity_id,country,utm_campaign,number_of_employees,country_canonical,lead_source_canonical,canonical_name,has_sf_opportunity
HS-91094,contact1094@bluepath.com.br,bluepath,Webinar,2024-08-28,Lead,OPP-2024279,Brasil,event-saas-summit,595.0,BR,Webinar,bluepath,True
HS-91095,contact1095@connectwave.com.br,connectwave,Content Download,,Lead,,Brasil,demo-request,513.0,BR,Content Download,connectwave,False
HS-91096,contact1096@mindbox.com.br,mindbox,Event,2024-02-22,Lead,,Brasil,cold-outbound,456.0,BR,Other,mindbox,False
HS-91097,contact1097@dataprime.com.br,DataPrime,email,2024-08-11,Lead,OPP-2025099,BRASIL,webinar-nov24,9684.0,BR,Email Marketing,dataprime,True
HS-91098,contact1098@gridsoft.com.br,GRIDSOFT,email,,Lead,,BRASIL,partner-referral,307.0,BR,Email Marketing,gridsoft,False
HS-91099,contact1099@gruponexus.com.br,Grupo Nexus,Webinar,2024-01-04,SQL,OPP-2024026,Brasil,organic,,BR,Webinar,nexus,True
HS-91100,contact1100@dataprime.com.br,DATAPRIME,Organic Search,2023-12-29,MQL,,Brasil,linkedin-ads-q3,151.0,BR,Organic Search,dataprime,False
HS-91101,contact1101@dataprime.com.br,DataPrime,Partner,2024-07-19,Customer,,brasil,linkedin-ads-q3,52.0,BR,Partner/Referral,dataprime,False
HS-91102,contact1102@polare.com.br,Polare,Referral,2023-11-20,Lead,,Brasil,demo-request,,BR,Partner/Referral,polare,False
HS-91103,contact1103@rushflow.com.br,Rush Flow,Direct,2024-11-28,Subscriber,,Brasil,webinar-nov24,938.0,BR,Other,rushflow,False
HS-91104,contact1078@ampliasolucoes.com.br,Amplia,Referral,2024-05-04,MQL,,Brazil,demo-request,,BR,Partner/Referral,amplia,False
HS-91105,contact1105@polare.com.br,polare,Partner,2024-01-25,Lead,OPP-2024222,brasil,ebook-revops,16.0,BR,Partner/Referral,polare,True
HS-91106,contact1106@tapflow.com.br,Tap Flow,social,2024-08-23,Customer,,Brasil,linkedin-ads-q3,867.0,BR,Social Media,tapflow,False
HS-91107,contact1107@verticetech.com.br,VERTICE TECH,Referral,,Subscriber,,BR,partner-referral,883.0,BR,Partner/Referral,vertice,False
HS-91108,contact1108@skyops.com.br,SKYOPS,Organic Search,2023-10-19,SQL,,Brasil,ebook-revops,,BR,Organic Search,skyops,False
HS-91109,contact1109@verticetech.com.br,Vértice Tech,email,2023-10-05,Subscriber,,Brasil,linkedin-ads-q3,468.0,BR,Email Marketing,vertice,False
HS-91110,contact1110@polaris.com.br,Polaris,Webinar,2023-09-08,Lead,,Brasil,linkedin-ads-q3,781.0,BR,Webinar,polaris,False
HS-91111,contact1111@fluxosistemas.com.br,Fluxo,email,,MQL,,Brasil,ebook-revops,699.0,BR,Email Marketing,fluxo,False
HS-91112,contact1112@ampliasolucoes.com.br,Amplia Soluções Ltda,Email Marketing,,MQL,,Brasil,event-saas-summit,,BR,Email Marketing,amplia,False
HS-91113,contact1113@polare.com.br,Polare,Event,2024-02-06,SQL,,Brasil,partner-referral,145.0,BR,Other,polare,False
HS-91114,contact1114@betasolutions.com.br,BETA SOLUTIONS,paid,2024-11-28,MQL,,Brasil,linkedin-ads-q3,3543.0,BR,Paid Search,betasolutions,False
HS-91115,contact1115@zentra.com.br,ZENTRA,Paid Search,,SQL,OPP-2024501,Brasil,ebook-revops,,BR,Paid Search,zentra,True
HS-91116,contact1116@rushflow.com.br,Rush Flow,Paid Search,,Lead,,BRASIL,partner-referral,,BR,Paid Search,rushflow,False
HS-91117,contact1117@innova.com.br,innova,Organic Search,,MQL,OPP-2024076,brasil,ebook-revops,,BR,Organic Search,innova,True
HS-91118,contact1118@innova.com.br,Innova Tech,Content Download,2023-11-11,MQL,OPP-2024266,Brasil,event-saas-summit,,BR,Content Download,innova,True
HS-91119,contact1119@ampliasolucoes.com.br,AMPLIA SOLUCOES,Referral,2023-10-21,Customer,,Brasil,partner-referral,174.0,BR,Partner/Referral,amplia,False
HS-91120,contact1120@polare.com.br,polare,Partner,2024-06-05,SQL,,Brasil,cold-outbound,5531.0,BR,Partner/Referral,polare,False
HS-91121,contact1121@rushflow.com.br,Rush Flow,Referral,2024-07-16,Subscriber,,Brasil,event-saas-summit,,BR,Partner/Referral,rushflow,False
HS-91122,contact1122@innova.com.br,innova,Event,,Customer,,Brasil,demo-request,977.0,BR,Other,innova,False
HS-91123,contact1123@skyops.com.br,skyops,Webinar,2024-04-16,Subscriber,,Brasil,demo-request,360.0,BR,Webinar,skyops,False
HS-91124,contact1124@rushflow.com.br,rushflow,Email Marketing,,Customer,,Brasil,webinar-nov24,136.0,BR,Email Marketing,rushflow,False
HS-91125,contact1125@orbitdigital.com.br,ORBIT DIGITAL,partner referral,2024-09-10,MQL,OPP-2024735,brasil,cold-outbound,,BR,Partner/Referral,orbit,True
HS-91126,contact1126@zentra.com.br,Zentra Tech,Paid Search,2025-01-20,Lead,,Brasil,cold-outbound,690.0,BR,Paid Search,zentra,False
HS-91127,contact1127@fluxosistemas.com.br,FLUXO SISTEMAS,Webinar,2023-09-30,Customer,,Brasil,demo-request,4173.0,BR,Webinar,fluxo,False
HS-91128,contact1128@innova.com.br,innova,Social Media,2024-09-18,Customer,,Brazil,event-saas-summit,662.0,BR,Social Media,innova,False
HS-91129,contact1129@connectwave.com.br,Connect Wave,Partner,2024-06-01,MQL,,BRASIL,ebook-revops,517.0,BR,Partner/Referral,connectwave,False
HS-91130,contact1110@polaris.com.br,POLARIS,Event,2023-10-08,SQL,,Brasil,partner-referral,,BR,Other,polaris,False
HS-91131,contact1131@gruponexus.com.br,Grupo Nexus,Referral,2023-10-28,MQL,OPP-2024426,Brasil,partner-referral,,BR,Partner/Referral,nexus,True
HS-91132,contact1132@bluepath.com.br,BluePath,Email Marketing,2023-10-02,Customer,,Brasil,organic,,BR,Email Marketing,bluepath,False
HS-91133,contact1133@skyops.com.br,Sky Ops,Referral,2023-11-15,SQL,OPP-2024223,BR,linkedin-ads-q3,697.0,BR,Partner/Referral,skyops,True
HS-91134,contact1134@connectwave.com.br,ConnectWave,Referral,,Subscriber,,Brasil,event-saas-summit,521.0,BR,Partner/Referral,connectwave,False
HS-91135,contact1135@gruponexus.com.br,Nexus Group,Social Media,2023-09-25,Subscriber,OPP-2024568,BRASIL,ebook-revops,,BR,Social Media,nexus,True
HS-91136,contact1136@ampliasolucoes.com.br,Amplia Soluções Ltda,Event,2024-11-10,Subscriber,,Brasil,organic,,BR,Other,amplia,False
HS-91137,contact1137@gruponexus.com.br,Grupo Nexus,Email Marketing,2024-06-19,SQL,,brasil,webinar-nov24,,BR,Email Marketing,nexus,False
HS-91138,contact1138@mindbox.com.br,MINDBOX,Organic Search,2024-05-16,MQL,,Brasil,organic,292.0,BR,Organic Search,mindbox,False
HS-91139,contact1139@acmecorp.com.br,acme,organic,2024-04-21,Subscriber,OPP-2024235,BRA,organic,1006.0,BR,Organic Search,acme,True
HS-91140,contact988@fluxosistemas.com.br,Fluxo Sistemas Ltda,Webinar,2024-07-27,Customer,OPP-2024979,Brasil,event-saas-summit,,BR,Webinar,fluxo,True
HS-91141,contact1141@skyops.com.br,SkyOps,Content Download,2024-10-18,MQL,,Brasil,demo-request,71.0,BR,Content Download,skyops,False
HS-91142,contact1142@ampliasolucoes.com.br,Amplia Soluções Ltda,Partner,2024-05-16,SQL,,Brasil,cold-outbound,67.0,BR,Partner/Referral,amplia,False
HS-91143,contact1143@fluxosistemas.com.br,Fluxo Sistemas,Email Marketing,,Customer,,Brasil,webinar-nov24,3893.0,BR,Email Marketing,fluxo,False
HS-91144,contact1144@polaris.com.br,Polaris Tech,organic,2024-02-14,SQL,OPP-2024504,Brasil,partner-referral,563.0,BR,Organic Search,polaris,True
HS-91145,contact1145@acmecorp.com.br,acme,paid,,SQL,OPP-2024272,BRA,demo-request,90.0,BR,Paid Search,acme,True
HS-91146,contact1146@gruponexus.com.br,Grupo Nexus,Content Download,2023-12-05,MQL,,Brasil,linkedin-ads-q3,431.0,BR,Content Download,nexus,False
HS-91147,contact1147@dataprime.com.br,DATAPRIME,google ads,2024-05-20,Customer,OPP-2024806,Brazil,cold-outbound,,BR,Paid Search,dataprime,True
HS-91148,contact1148@dataprime.com.br,DATAPRIME,Referral,2024-10-22,MQL,,Brasil,cold-outbound,,BR,Partner/Referral,dataprime,False
HS-91149,contact1149@innova.com.br,INNOVA,Content Download,2024-10-26,MQL,,Brasil,demo-request,971.0,BR,Content Download,innova,False
HS-91150,contact1150@zentra.com.br,zentra,Referral,2024-04-05,SQL,,Brasil,event-saas-summit,745.0,BR,Partner/Referral,zentra,False
HS-91151,contact1151@bluepath.com.br,BluePath,Referral,2025-01-31,Customer,OPP-2024682,BRA,webinar-nov24,888.0,BR,Partner/Referral,bluepath,True
HS-91152,contact1152@acmecorp.com.br,Acme Corp,Direct,2023-10-24,SQL,,Brasil,ebook-revops,611.0,BR,Other,acme,False
HS-91153,contact1153@zentra.com.br,Zentra Tech,Webinar,,MQL,,Brasil,partner-referral,4733.0,BR,Webinar,zentra,False
HS-91154,contact1154@gridsoft.com.br,gridsoft,social,2024-05-18,Lead,OPP-2025196,Brasil,linkedin-ads-q3,,BR,Social Media,gridsoft,True
HS-91155,contact1155@polare.com.br,polare,Email Marketing,2023-09-28,MQL,,Brasil,linkedin-ads-q3,,BR,Email Marketing,polare,False
HS-91156,contact1156@ampliasolucoes.com.br,Amplia,Email Marketing,2024-09-26,Subscriber,,Brasil,cold-outbound,653.0,BR,Email Marketing,amplia,False
HS-91157,contact1157@mindbox.com.br,Mind Box,Webinar,,Subscriber,,Brasil,cold-outbound,,BR,Webinar,mindbox,False
HS-91158,contact1158@polaris.com.br,polaris,Webinar,2024-03-03,Subscriber,,Brasil,webinar-nov24,272.0,BR,Webinar,polaris,False
HS-91159,contact1159@tapflow.com.br,tapflow,Social Media,2023-09-19,SQL,OPP-2024699,BRA,event-saas-summit,1058.0,BR,Social Media,tapflow,True
HS-91160,contact1160@polaris.com.br,Polaris Tech,Event,2024-12-06,Lead,,Brazil,webinar-nov24,134.0,BR,Other,polaris,False
HS-91161,contact1161@polaris.com.br,POLARIS,organic,2024-10-13,Subscriber,,Brasil,ebook-revops,,BR,Organic Search,polaris,False
HS-91162,contact1162@fluxosistemas.com.br,Fluxo,Referral,,Subscriber,,Brazil,event-saas-summit,384.0,BR,Partner/Referral,fluxo,False
HS-91163,contact1163@polaris.com.br,Polaris Tech,Paid Search,2024-10-06,Customer,,Brasil,organic,187.0,BR,Paid Search,polaris,False
HS-91164,contact1164@gruponexus.com.br,nexus,paid,2023-09-12,Lead,,Brasil,linkedin-ads-q3,55.0,BR,Paid Search,nexus,False
HS-91165,contact1024@fluxosistemas.com.br,FLUXO SISTEMAS,Partner,,Lead,,Brasil,ebook-revops,152.0,BR,Partner/Referral,fluxo,False
HS-91166,contact1166@gridsoft.com.br,gridsoft,Partner,2024-05-16,Customer,,brasil,webinar-nov24,665.0,BR,Partner/Referral,gridsoft,False
HS-91167,contact1167@zentra.com.br,Zentra Tech,Organic,,MQL,,BRASIL,webinar-nov24,307.0,BR,Organic Search,zentra,False
HS-91168,contact1168@fluxosistemas.com.br,Fluxo Sistemas Ltda,Email Marketing,2024-09-14,SQL,,Brasil,linkedin-ads-q3,,BR,Email Marketing,fluxo,False
HS-91169,contact1169@corelogic.com.br,CORELOGIC,Event,2023-11-25,Lead,OPP-2025194,Brasil,linkedin-ads-q3,200.0,BR,Other,corelogic,True
HS-91170,contact1170@verticetech.com.br,VERTICE TECH,social,,MQL,,Brasil,ebook-revops,,BR,Social Media,vertice,False
HS-91171,contact1171@polare.com.br,POLARE,Social Media,2024-03-26,Subscriber,OPP-2024889,Brasil,demo-request,,BR,Social Media,polare,True
HS-91172,contact1172@innova.com.br,INNOVA,social,,MQL,OPP-2024795,Brasil,webinar-nov24,985.0,BR,Social Media,innova,True
HS-91173,contact1173@polaris.com.br,POLARIS,Content Download,2024-11-13,Lead,,Brasil,webinar-nov24,87.0,BR,Content Download,polaris,False
HS-91174,contact1174@tapflow.com.br,TapFlow,SEO,,Customer,,Brasil,demo-request,7808.0,BR,Organic Search,tapflow,False
HS-91175,contact1175@gruponexus.com.br,nexus,Direct,,Customer,,Brasil,webinar-nov24,746.0,BR,Other,nexus,False
HS-91176,contact1176@corelogic.com.br,Core Logic,Paid Search,2024-04-28,Subscriber,,Brasil,linkedin-ads-q3,,BR,Paid Search,corelogic,False
HS-91177,contact1177@skyops.com.br,SKYOPS,Content Download,2025-01-16,MQL,,Brasil,event-saas-summit,3639.0,BR,Content Download,skyops,False
HS-91178,contact1178@corelogic.com.br,CORELOGIC,Paid Search,2023-09-18,SQL,OPP-2024126,Brasil,demo-request,859.0,BR,Paid Search,corelogic,True
HS-91179,contact1179@zentra.com.br,zentra,google ads,2025-01-12,MQL,OPP-2024689,Brasil,demo-request,853.0,BR,Paid Search,zentra,True
HS-91180,contact1180@innova.com.br,Innova,SEO,2023-09-18,Subscriber,,Brasil,event-saas-summit,111.0,BR,Organic Search,innova,False
HS-91181,contact1181@connectwave.com.br,ConnectWave,paid,2024-06-07,MQL,,Brasil,webinar-nov24,187.0,BR,Paid Search,connectwave,False
HS-91182,contact1182@polaris.com.br,POLARIS,google ads,2023-12-06,Customer,,Brasil,organic,200.0,BR,Paid Search,polaris,False
HS-91183,contact1183@gruponexus.com.br,GRUPO NEXUS,Direct,2024-04-29,Subscriber,,Brasil,ebook-revops,,BR,Other,nexus,False
HS-91184,contact1184@acmecorp.com.br,Acme Corp.,Email Marketing,2024-02-06,Customer,OPP-2024976,Brazil,cold-outbound,298.0,BR,Email Marketing,acme,True
HS-91185,contact1185@polare.com.br,Polare Ltda,Referral,2024-05-20,Subscriber,OPP-2024905,Brasil,partner-referral,635.0,BR,Partner/Referral,polare,True
HS-91186,contact1186@skyops.com.br,SkyOps,Content Download,2023-12-27,MQL,,BR,linkedin-ads-q3,,BR,Content Download,skyops,False
HS-91187,contact1187@polare.com.br,Polare Ltda,Organic Search,2024-08-28,Customer,OPP-2024532,Brasil,webinar-nov24,134.0,BR,Organic Search,polare,True
HS-91188,contact1188@orbitdigital.com.br,ORBIT DIGITAL,email,2023-10-18,MQL,,Brazil,ebook-revops,75.0,BR,Email Marketing,orbit,False
HS-91189,contact1189@rushflow.com.br,rushflow,Organic Search,2024-09-08,SQL,,Brasil,cold-outbound,,BR,Organic Search,rushflow,False
HS-91190,contact1190@mindbox.com.br,Mindbox,Organic Search,2024-06-26,Customer,,Brasil,demo-request,,BR,Organic Search,mindbox,False
HS-91191,contact1191@rushflow.com.br,RUSHFLOW,Content Download,2023-09-09,MQL,,brasil,organic,188.0,BR,Content Download,rushflow,False
HS-91192,contact1192@innova.com.br,innova,Organic Search,2023-12-08,SQL,,Brasil,partner-referral,,BR,Organic Search,innova,False
HS-91193,contact1193@gridsoft.com.br,Grid Soft,Webinar,2024-02-18,Lead,,BRASIL,event-saas-summit,93.0,BR,Webinar,gridsoft,False
HS-91194,contact1194@skyops.com.br,SkyOps,Direct,2024-07-23,MQL,,BRASIL,event-saas-summit,,BR,Other,skyops,False
HS-91195,contact997@rushflow.com.br,RushFlow,Organic,,MQL,,Brasil,organic,9948.0,BR,Organic Search,rushflow,False
HS-91196,contact1196@zentra.com.br,ZENTRA,Organic Search,,Lead,OPP-2024125,Brasil,event-saas-summit,,BR,Organic Search,zentra,True
HS-91197,contact1197@polare.com.br,polare,google ads,2023-11-10,Lead,OPP-2025184,BR,ebook-revops,,BR,Paid Search,polare,True
HS-91198,contact1198@mindbox.com.br,Mind Box,Content Download,2024-08-06,MQL,,Brasil,event-saas-summit,772.0,BR,Content Download,mindbox,False
HS-91199,contact1199@connectwave.com.br,ConnectWave,Organic Search,2024-04-23,SQL,OPP-2024743,Brasil,organic,48.0,BR,Organic Search,connectwave,True
HS-91200,contact1200@innova.com.br,Innova,organic,2024-08-24,Subscriber,,Brazil,event-saas-summit,1935.0,BR,Organic Search,innova,False
HS-91201,contact1201@polaris.com.br,polaris,Paid Search,2024-08-01,MQL,,Brasil,demo-request,,BR,Paid Search,polaris,False
HS-91202,contact1202@bluepath.com.br,BluePath,Event,2024-06-13,Subscriber,,Brasil,partner-referral,20.0,BR,Other,bluepath,False
HS-91203,contact1203@bluepath.com.br,Blue Path,Content Download,2025-01-18,Lead,,Brasil,cold-outbound,221.0,BR,Content Download,bluepath,False
HS-91204,contact1204@bluepath.com.br,bluepath,Event,2024-01-29,Subscriber,,Brasil,cold-outbound,172.0,BR,Other,bluepath,False
HS-91205,contact1205@innova.com.br,Innova Tech,Organic,2024-01-09,Customer,,BRASIL,partner-referral,133.0,BR,Organic Search,innova,False
HS-91206,contact1206@mindbox.com.br,Mindbox,Partner,2024-12-03,SQL,OPP-2024551,BRA,organic,3610.0,BR,Partner/Referral,mindbox,True
HS-91207,contact1207@polare.com.br,POLARE,Organic Search,2024-04-05,MQL,,Brasil,demo-request,258.0,BR,Organic Search,polare,False
HS-91208,contact1208@zentra.com.br,Zentra,Paid Search,2024-05-28,MQL,OPP-2024093,BR,cold-outbound,,BR,Paid Search,zentra,True
HS-91209,contact1209@skyops.com.br,SKYOPS,Direct,2025-01-04,Customer,OPP-2024737,Brasil,cold-outbound,6304.0,BR,Other,skyops,True
HS-91210,contact1210@corelogic.com.br,CORELOGIC,Partner,2025-01-25,MQL,,Brasil,organic,,BR,Partner/Referral,corelogic,False
HS-91211,contact1211@skyops.com.br,Sky Ops,Email Marketing,2024-05-02,Subscriber,,Brasil,partner-referral,,BR,Email Marketing,skyops,False
HS-91212,contact1212@connectwave.com.br,connectwave,paid,,Subscriber,,Brasil,demo-request,161.0,BR,Paid Search,connectwave,False
HS-91213,contact1213@connectwave.com.br,Connect Wave,Email Marketing,,Subscriber,,Brazil,partner-referral,8540.0,BR,Email Marketing,connectwave,False
HS-91214,contact1214@betasolutions.com.br,Beta Solutions Ltda,Paid Search,2024-09-21,Customer,OPP-2024603,BR,partner-referral,1041.0,BR,Paid Search,betasolutions,True
HS-91215,contact1215@skyops.com.br,Sky Ops,Referral,2024-06-04,Subscriber,OPP-2024420,Brasil,organic,,BR,Partner/Referral,skyops,True
HS-91216,contact1216@betasolutions.com.br,BETA SOLUTIONS,Content Download,2024-12-14,SQL,OPP-2025072,Brasil,linkedin-ads-q3,,BR,Content Download,betasolutions,True
HS-91217,contact1217@ampliasolucoes.com.br,Amplia,Organic Search,2023-09-29,MQL,,Brasil,cold-outbound,,BR,Organic Search,amplia,False
HS-91218,contact1218@tapflow.com.br,tapflow,Email Marketing,2024-11-26,SQL,,Brasil,ebook-revops,116.0,BR,Email Marketing,tapflow,False
HS-91219,contact1219@gridsoft.com.br,GridSoft,Content Download,2024-05-05,SQL,,BRA,cold-outbound,159.0,BR,Content Download,gridsoft,False
HS-91220,contact1220@betasolutions.com.br,Beta Solutions,Social Media,,Lead,OPP-2024784,Brasil,organic,79.0,BR,Social Media,betasolutions,True
HS-91221,contact1221@gruponexus.com.br,Nexus Group,organic,,Customer,,Brasil,ebook-revops,144.0,BR,Organic Search,nexus,False
HS-91222,contact1222@gridsoft.com.br,Grid Soft,Referral,,SQL,,Brasil,event-saas-summit,,BR,Partner/Referral,gridsoft,False
HS-91223,contact1223@verticetech.com.br,Vertice Tech,SEO,,SQL,,Brasil,linkedin-ads-q3,,BR,Organic Search,vertice,False
HS-91224,contact1224@rushflow.com.br,rushflow,Social Media,2024-07-16,MQL,,Brasil,ebook-revops,194.0,BR,Social Media,rushflow,False
HS-91225,contact1225@fluxosistemas.com.br,Fluxo Sistemas Ltda,Email Marketing,,Customer,OPP-2024157,Brasil,webinar-nov24,472.0,BR,Email Marketing,fluxo,True
HS-91226,contact1226@connectwave.com.br,Connect Wave,Referral,2025-01-31,SQL,,Brasil,linkedin-ads-q3,6996.0,BR,Partner/Referral,connectwave,False
HS-91227,contact1227@mindbox.com.br,Mindbox,Content Download,2024-05-24,Subscriber,OPP-2025154,brasil,webinar-nov24,553.0,BR,Content Download,mindbox,True
HS-91228,contact1228@innova.com.br,Innova Tech,Organic Search,2024-01-07,Customer,,BRA,partner-referral,126.0,BR,Organic Search,innova,False
HS-91229,contact1134@connectwave.com.br,ConnectWave,Email Marketing,2023-10-10,SQL,OPP-2025095,Brasil,organic,,BR,Email Marketing,connectwave,True
HS-91230,contact1230@fluxosistemas.com.br,FLUXO SISTEMAS,Organic Search,2023-11-05,Lead,OPP-2024879,Brasil,demo-request,,BR,Organic Search,fluxo,True
HS-91231,contact1231@ampliasolucoes.com.br,Amplia Soluções Ltda,Social Media,2024-01-29,MQL,,Brazil,linkedin-ads-q3,767.0,BR,Social Media,amplia,False
HS-91232,contact1232@fluxosistemas.com.br,Fluxo Sistemas Ltda,Social Media,,SQL,,Brazil,linkedin-ads-q3,,BR,Social Media,fluxo,False
HS-91233,contact1233@rushflow.com.br,Rush Flow,Direct,,MQL,,Brasil,organic,155.0,BR,Other,rushflow,False
HS-91234,contact1234@bluepath.com.br,BLUEPATH,Event,2024-03-07,Subscriber,,Brasil,event-saas-summit,257.0,BR,Other,bluepath,False
HS-91235,contact1235@polare.com.br,Polare,Organic,,MQL,,BR,event-saas-summit,72.0,BR,Organic Search,polare,False
HS-91236,contact1236@gruponexus.com.br,Nexus Group,Partner,2024-02-15,Customer,,Brasil,partner-referral,812.0,BR,Partner/Referral,nexus,False
HS-91237,contact1237@verticetech.com.br,Vertice Tech,SEO,,MQL,,Brasil,linkedin-ads-q3,60.0,BR,Organic Search,vertice,False
HS-91238,contact1238@corelogic.com.br,corelogic,Email Marketing,2023-09-29,Customer,OPP-2024056,Brasil,partner-referral,,BR,Email Marketing,corelogic,True
HS-91239,contact1239@dataprime.com.br,DATAPRIME,Direct,,SQL,,BRASIL,linkedin-ads-q3,4714.0,BR,Other,dataprime,False
HS-91240,contact1240@fluxosistemas.com.br,Fluxo Sistemas Ltda,Webinar,2024-03-20,Customer,,Brasil,cold-outbound,151.0,BR,Webinar,fluxo,False
HS-91241,contact1241@polaris.com.br,polaris,organic,,Lead,,BRASIL,organic,102.0,BR,Organic Search,polaris,False
HS-91242,contact1242@innova.com.br,innova,paid,,Lead,,Brasil,event-saas-summit,510.0,BR,Paid Search,innova,False
HS-91243,contact1243@polare.com.br,polare,Direct,,MQL,OPP-2024751,Brasil,cold-outbound,769.0,BR,Other,polare,True
HS-91244,contact1244@innova.com.br,innova,Direct,2024-01-12,SQL,OPP-2024541,BR,webinar-nov24,,BR,Other,innova,True
HS-91245,contact1245@skyops.com.br,SKYOPS,Event,2023-09-27,Subscriber,OPP-2024543,Brasil,event-saas-summit,87.0,BR,Other,skyops,True
HS-91246,contact1246@innova.com.br,INNOVA,Referral,,SQL,OPP-2024554,Brasil,ebook-revops,,BR,Partner/Referral,innova,True
